master_project_id,match_group_id,source_record_key,source_dataset,source_project_id,source_project_name,normalised_project_name,source_agency,source_location,source_group,source_url,source_record_count,match_group_size,has_cross_source_match
MASTER-0211,GROUP-0211,project_register::PRJ-0015,project_register,PRJ-0015,Camden Valley Way,camden valley way,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/south-west-roads-planning,1,2,True
MASTER-0211,GROUP-0211,project_timeline::TFNSW-0078,project_timeline,TFNSW-0078,Camden Valley Way,camden valley way,,,Western Parkland City,,2,2,True
MASTER-0212,GROUP-0212,project_register::PRJ-0016,project_register,PRJ-0016,Campbelltown Road,campbelltown road,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/south-west-roads-planning,1,2,True
MASTER-0212,GROUP-0212,project_timeline::TFNSW-0079,project_timeline,TFNSW-0079,Campbelltown Road,campbelltown road,,,Western Parkland City,,2,2,True
MASTER-0213,GROUP-0213,project_register::PRJ-0017,project_register,PRJ-0017,Castlereagh Connection,castlereagh connection,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0213,GROUP-0213,project_timeline::TFNSW-0002,project_timeline,TFNSW-0002,Castlereagh Connection,castlereagh connection,,,Bells Line of Road,,1,2,True
MASTER-0214,GROUP-0214,project_register::PRJ-0018,project_register,PRJ-0018,Central Precinct Renewal Program - Main Works,central precinct renewal program main works,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/central-precinct-renewal-program,1,2,True
MASTER-0214,GROUP-0214,project_timeline::TFNSW-0043,project_timeline,TFNSW-0043,Central Precinct Renewal Program - Main Works,central precinct renewal program main works,,,Eastern Harbour City,,1,2,True
MASTER-0215,GROUP-0215,project_register::PRJ-0019,project_register,PRJ-0019,Circular Quay renewal,circular quay renewal,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0215,GROUP-0215,project_timeline::TFNSW-0044,project_timeline,TFNSW-0044,Circular Quay Renewal,circular quay renewal,,,Eastern Harbour City,,1,2,True
MASTER-0216,GROUP-0216,project_register::PRJ-0020,project_register,PRJ-0020,Cowpasture Road,cowpasture road,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0216,GROUP-0216,project_timeline::TFNSW-0080,project_timeline,TFNSW-0080,Cowpasture Road,cowpasture road,,,Western Parkland City,,1,2,True
MASTER-0217,GROUP-0217,project_register::PRJ-0021,project_register,PRJ-0021,Dapto Ramps,dapto ramps,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/south-facing-ramps-at-dapto,1,2,True
MASTER-0217,GROUP-0217,project_timeline::TFNSW-0020,project_timeline,TFNSW-0020,Dapto Ramps,dapto ramps,,,Princes Highway,,1,2,True
MASTER-0218,GROUP-0218,project_register::PRJ-0022,project_register,PRJ-0022,Devonshire Link Road - Mamre Road Stage 2 to Elizabeth Drive,devonshire link road mamre road stage 2 to elizabeth drive,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0218,GROUP-0218,project_timeline::TFNSW-0081,project_timeline,TFNSW-0081,Devonshire Link Road - Mamre Road Stage 2 to Elizabeth Drive,devonshire link road mamre road stage 2 to elizabeth drive,,,Western Parkland City,,1,2,True
MASTER-0219,GROUP-0219,project_register::PRJ-0023,project_register,PRJ-0023,Devonshire Road - Elizabeth Drive to Bringelly Road,devonshire road elizabeth drive to bringelly road,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0219,GROUP-0219,project_timeline::TFNSW-0082,project_timeline,TFNSW-0082,Devonshire Road - Elizabeth Drive to Bringelly Road,devonshire road elizabeth drive to bringelly road,,,Western Parkland City,,1,2,True
MASTER-0220,GROUP-0220,project_register::PRJ-0024,project_register,PRJ-0024,Eastern Ring Road and Badgerys Creek Road (South) - Elizabeth Drive to The Northern Road,eastern ring road and badgerys creek road south elizabeth drive to the northern road,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0220,GROUP-0220,project_timeline::TFNSW-0083,project_timeline,TFNSW-0083,Eastern Ring Road and Badgerys Creek Road (South) - Elizabeth Drive to The Northern Road,eastern ring road and badgerys creek road south elizabeth drive to the northern road,,,Western Parkland City,,1,2,True
MASTER-0221,GROUP-0221,project_register::PRJ-0025,project_register,PRJ-0025,"Elizabeth Drive upgrade-Stage 1, Devonshire Road to Badgerys Creek",elizabeth drive upgrade stage 1 devonshire road to badgerys creek,,,Pipeline,https://roads-waterways.transport.nsw.gov.au/projects/elizabeth-drive-upgrade/index.html,1,2,True
MASTER-0221,GROUP-0221,project_timeline::TFNSW-0084,project_timeline,TFNSW-0084,"Elizabeth Drive upgrade- Stage 1, Devonshire Road to Badgerys Creek",elizabeth drive upgrade stage 1 devonshire road to badgerys creek,,,Western Parkland City,,2,2,True
MASTER-0222,GROUP-0222,project_register::PRJ-0026,project_register,PRJ-0026,Epping Bridge Project,epping bridge project,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/epping-bridge-project,1,2,True
MASTER-0222,GROUP-0222,project_timeline::TFNSW-0101,project_timeline,TFNSW-0101,Epping Bridge Project,epping bridge project,,,Central River City,,3,2,True
MASTER-0223,GROUP-0223,project_register::PRJ-0027,project_register,PRJ-0027,Extend northbound overtaking lane on the approach to New Illawarra Road by approx 800m,extend northbound overtaking lane on the approach to new illawarra road by approx 800m,,,Pipeline,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0223,GROUP-0223,project_timeline::TFNSW-0068,project_timeline,TFNSW-0068,Extend northbound overtaking lane on the approach to New Illawarra Road by approx 800m,extend northbound overtaking lane on the approach to new illawarra road by approx 800m,,,Eastern Harbour City,,2,2,True
MASTER-0224,GROUP-0224,project_register::PRJ-0028,project_register,PRJ-0028,Fifteenth Avenue Upgrade,fifteenth avenue upgrade,,,Pipeline,https://www.transport.nsw.gov.au/projects/current-projects/fifteenth-avenue-transit-corridor,1,2,True
MASTER-0224,GROUP-0224,project_timeline::TFNSW-0085,project_timeline,TFNSW-0085,Fifteenth Avenue Upgrade,fifteenth avenue upgrade,,,Western Parkland City,,2,2,True
MASTER-0225,GROUP-0225,project_register::PRJ-0029,project_register,PRJ-0029,Future Fleet Program,future fleet program,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0225,GROUP-0225,project_timeline::TFNSW-0102,project_timeline,TFNSW-0102,Future Fleet Program,future fleet program,,,Rail,,2,2,True
MASTER-0226,GROUP-0226,project_register::PRJ-0030,project_register,PRJ-0030,Garfield Road Central,garfield road central,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/garfield-road-central,1,2,True
MASTER-0226,GROUP-0226,project_timeline::TFNSW-0086,project_timeline,TFNSW-0086,Garfield Road Central,garfield road central,,,Western Parkland City,,1,2,True
MASTER-0227,GROUP-0227,project_register::PRJ-0031,project_register,PRJ-0031,Garfield Road Upgrade West,garfield road upgrade west,,,In Planning,https://roads-waterways.transport.nsw.gov.au/projects/north-west-growth-centre-strategy/garfield-road.html,1,2,True
MASTER-0227,GROUP-0227,project_timeline::TFNSW-0088,project_timeline,TFNSW-0088,Garfield Road Upgrade West,garfield road upgrade west,,,Western Parkland City,,1,2,True
MASTER-0228,GROUP-0228,project_register::PRJ-0032,project_register,PRJ-0032,Garfield Road upgrade East,garfield road upgrade east,,,Pipeline,https://roads-waterways.transport.nsw.gov.au/projects/north-west-growth-centre-strategy/garfield-road.html,1,2,True
MASTER-0228,GROUP-0228,project_timeline::TFNSW-0087,project_timeline,TFNSW-0087,Garfield Road Upgrade East,garfield road upgrade east,,,Western Parkland City,,2,2,True
MASTER-0229,GROUP-0229,project_register::PRJ-0033,project_register,PRJ-0033,Glebe Island Bridge,glebe island bridge,,,In Planning,https://www.transport.nsw.gov.au/gib,1,2,True
MASTER-0229,GROUP-0229,project_timeline::TFNSW-0069,project_timeline,TFNSW-0069,Glebe Island Bridge,glebe island bridge,,,Eastern Harbour City,,2,2,True
MASTER-0230,GROUP-0230,project_register::PRJ-0034,project_register,PRJ-0034,"Goonoo Goonoo Road widening, Tamworth",goonoo goonoo road widening tamworth,,,Pipeline,https://www.transport.nsw.gov.au/projects/current-projects/goonoo-goonoo-road-tamworth,1,2,True
MASTER-0230,GROUP-0230,project_timeline::TFNSW-0013,project_timeline,TFNSW-0013,"Goonoo Goonoo Road widening, Tamworth",goonoo goonoo road widening tamworth,,,New England Highway,,3,2,True
MASTER-0231,GROUP-0231,project_register::PRJ-0035,project_register,PRJ-0035,Gosford Bypass,gosford bypass,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/gosford-bypass,1,2,True
MASTER-0231,GROUP-0231,project_timeline::TFNSW-0007,project_timeline,TFNSW-0007,Gosford Bypass,gosford bypass,,,Hunter roads,,1,2,True
MASTER-0232,GROUP-0232,project_register::PRJ-0036,project_register,PRJ-0036,"Great Western Hwy and Parker St Intersection upgrade, Penrith",great western hwy and parker st intersection upgrade penrith,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0232,GROUP-0232,project_timeline::TFNSW-0089,project_timeline,TFNSW-0089,"Great Western Hwy and Parker St Intersection upgrade, Penrith",great western hwy and parker st intersection upgrade penrith,,,Western Parkland City,,1,2,True
MASTER-0233,GROUP-0233,project_register::PRJ-0037,project_register,PRJ-0037,Hawkesbury-Nepean Valley Road Resilience Program,hawkesbury nepean valley road resilience program,,,In Planning,https://roads-waterways.transport.nsw.gov.au/projects/flood-resilience-program/index.html,1,2,True
MASTER-0233,GROUP-0233,project_timeline::TFNSW-0090,project_timeline,TFNSW-0090,Hawkesbury-Nepean Valley Road Resilience Program,hawkesbury nepean valley road resilience program,,,Western Parkland City,,1,2,True
MASTER-0234,GROUP-0234,project_register::PRJ-0038,project_register,PRJ-0038,"Heathcote Road, The Avenue to Princes Highway",heathcote road the avenue to princes highway,,,In Planning,https://roads-waterways.transport.nsw.gov.au/projects/heathcote-road-upgrade/index.html,1,2,True
MASTER-0234,GROUP-0234,project_timeline::TFNSW-0070,project_timeline,TFNSW-0070,"Heathcote Road, The Avenue to Princes Highway",heathcote road the avenue to princes highway,,,Eastern Harbour City,,2,2,True
MASTER-0235,GROUP-0235,project_register::PRJ-0039,project_register,PRJ-0039,Henry Lawson Drive Stage 1B,henry lawson drive stage 1b,,,Pipeline,https://www.transport.nsw.gov.au/projects/current-projects/henry-lawson-drive-upgrade-stage-1b,1,2,True
MASTER-0235,GROUP-0235,project_timeline::TFNSW-0062,project_timeline,TFNSW-0062,Henry Lawson Drive Stage 1B,henry lawson drive stage 1b,,,Central River City,,2,2,True
MASTER-0236,GROUP-0236,project_register::PRJ-0040,project_register,PRJ-0040,Hume Motorway,hume motorway,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/south-west-roads-planning,1,2,True
MASTER-0236,GROUP-0236,project_timeline::TFNSW-0063,project_timeline,TFNSW-0063,Hume Motorway,hume motorway,,,Central River City,,2,2,True
MASTER-0237,GROUP-0237,project_register::PRJ-0041,project_register,PRJ-0041,James Ruse Drive/Hassall Street,james ruse drive hassall street,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0237,GROUP-0237,project_timeline::TFNSW-0064,project_timeline,TFNSW-0064,James Ruse Drive/Hassall Street,james ruse drive hassall street,,,Central River City,,1,2,True
MASTER-0238,GROUP-0238,project_register::PRJ-0042,project_register,PRJ-0042,Jervis Bay Road to Hawken Road,jervis bay road to hawken road,,,In Planning,https://roads-waterways.transport.nsw.gov.au/projects/princes-highway/jervis-bay-road-to-sussex-inlet-upgrade.html,1,2,True
MASTER-0238,GROUP-0238,project_timeline::TFNSW-0021,project_timeline,TFNSW-0021,Jervis Bay Road to Hawken Road,jervis bay road to hawken road,,,Princes Highway,,3,2,True
MASTER-0239,GROUP-0239,project_register::PRJ-0043,project_register,PRJ-0043,"John Renshaw Drive upgrade, Black Hill",john renshaw drive upgrade black hill,,,In Planning,https://investment.infrastructure.gov.au/projects/117864-21nsw-np,1,2,True
MASTER-0239,GROUP-0239,project_timeline::TFNSW-0008,project_timeline,TFNSW-0008,"John Renshaw Drive upgrade, Black Hill",john renshaw drive upgrade black hill,,,Hunter roads,,3,2,True
MASTER-0240,GROUP-0240,project_register::PRJ-0044,project_register,PRJ-0044,M1 Pacific Motorway Upgrade between Wahroonga and Beresfield,m1 pacific motorway upgrade between wahroonga and beresfield,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0240,GROUP-0240,project_timeline::TFNSW-0027,project_timeline,TFNSW-0027,M1 Pacific Motorway Upgrade between Wahroonga and Beresfield,m1 pacific motorway upgrade between wahroonga and beresfield,,,Regional NSW major road and bridge upgrades,,1,2,True
MASTER-0241,GROUP-0241,project_register::PRJ-0045,project_register,PRJ-0045,Macquarie Park Precinct and Bus Interchange,macquarie park precinct and bus interchange,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/macquarie-park-precinct-and-bus-interchange,1,2,True
MASTER-0241,GROUP-0241,project_timeline::TFNSW-0046,project_timeline,TFNSW-0046,Macquarie Park Precinct and Bus Interchange,macquarie park precinct and bus interchange,,,Buses,,2,2,True
MASTER-0242,GROUP-0242,project_register::PRJ-0046,project_register,PRJ-0046,Maitland Westbound Overpass,maitland westbound overpass,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0242,GROUP-0242,project_timeline::TFNSW-0014,project_timeline,TFNSW-0014,Maitland Westbound Overpass,maitland westbound overpass,,,New England Highway,,2,2,True
MASTER-0243,GROUP-0243,project_register::PRJ-0047,project_register,PRJ-0047,Mamre Road Upgrade - Stage 2,mamre road upgrade stage 2,,,Pipeline,https://www.transport.nsw.gov.au/projects/current-projects/mamre-road-upgrade-%E2%80%93-between-erskine-park-road-erskine-park-and-kerrs,1,2,True
MASTER-0243,GROUP-0243,project_timeline::TFNSW-0091,project_timeline,TFNSW-0091,Mamre Road Upgrade - Stage 2,mamre road upgrade stage 2,,,Western Parkland City,,2,2,True
MASTER-0244,GROUP-0244,project_register::PRJ-0048,project_register,PRJ-0048,"Mandalong Road upgrade, Morisset",mandalong road upgrade morisset,,,Pipeline,https://www.transport.nsw.gov.au/projects/current-projects/mandalong-road-upgrade-morisset,1,2,True
MASTER-0244,GROUP-0244,project_timeline::TFNSW-0009,project_timeline,TFNSW-0009,"Mandalong Road upgrade, Morisset",mandalong road upgrade morisset,,,Hunter roads,,3,2,True
MASTER-0245,GROUP-0245,project_register::PRJ-0049,project_register,PRJ-0049,"Manns Road Upgrade, Stockyard Place to Narara Creek Road priority intersection upgrades",manns road upgrade stockyard place to narara creek road priority intersection upgrades,,,In Planning,https://roads-waterways.transport.nsw.gov.au/projects/west-gosford-to-narara/index.html,1,2,True
MASTER-0245,GROUP-0245,project_timeline::TFNSW-0004,project_timeline,TFNSW-0004,"Manns Road Upgrade, Stockyard Place to Narara Creek Road Priority Intersection Upgrades",manns road upgrade stockyard place to narara creek road priority intersection upgrades,,,Central Coast roads,,1,2,True
MASTER-0246,GROUP-0246,project_register::PRJ-0050,project_register,PRJ-0050,Menangle Road,menangle road,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/menangle-road-upgrade,1,2,True
MASTER-0246,GROUP-0246,project_timeline::TFNSW-0065,project_timeline,TFNSW-0065,Menangle Road,menangle road,,,Central River City,,2,2,True
MASTER-0247,GROUP-0247,project_register::PRJ-0051,project_register,PRJ-0051,Milton/Ulladulla Bypass,milton ulladulla bypass,,,In Planning,https://roads-waterways.transport.nsw.gov.au/projects/milton-ulladulla-bypass/index.html,1,2,True
MASTER-0247,GROUP-0247,project_timeline::TFNSW-0022,project_timeline,TFNSW-0022,Milton/Ulladulla Bypass,milton ulladulla bypass,,,Princes Highway,,4,2,True
MASTER-0248,GROUP-0248,project_register::PRJ-0052,project_register,PRJ-0052,"Mona Vale Road West upgrade, McCarrs Creek Road to Powder Works Road",mona vale road west upgrade mccarrs creek road to powder works road,,,Pipeline,https://roads-waterways.transport.nsw.gov.au/projects/mona-vale-road/mvrwest/index.html,1,2,True
MASTER-0248,GROUP-0248,project_timeline::TFNSW-0071,project_timeline,TFNSW-0071,"Mona Vale Road West upgrade, McCarrs Creek Road to Powder Works Road",mona vale road west upgrade mccarrs creek road to powder works road,,,Eastern Harbour City,,3,2,True
MASTER-0249,GROUP-0249,project_register::PRJ-0053,project_register,PRJ-0053,Mount Ousley Safety and Reliability,mount ousley safety and reliability,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/mount-ousley-safety-and-reliability-improvements,1,2,True
MASTER-0249,GROUP-0249,project_timeline::TFNSW-0023,project_timeline,TFNSW-0023,Mount Ousley Safety and Reliability,mount ousley safety and reliability,,,Princes Highway,,1,2,True
MASTER-0250,GROUP-0250,project_register::PRJ-0054,project_register,PRJ-0054,Mulgoa Road Upgrade Stage 5a & 5b,mulgoa road upgrade stage 5a and 5b,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0250,GROUP-0250,project_timeline::TFNSW-0092,project_timeline,TFNSW-0092,Mulgoa Road Upgrade Stage 5a & 5b,mulgoa road upgrade stage 5a and 5b,,,Western Parkland City,,2,2,True
MASTER-0251,GROUP-0251,project_register::PRJ-0055,project_register,PRJ-0055,Muswellbrook Bypass,muswellbrook bypass,,,Pipeline,https://roads-waterways.transport.nsw.gov.au/projects/new-england-highway/muswellbrook-bypass.html,1,2,True
MASTER-0251,GROUP-0251,project_timeline::TFNSW-0015,project_timeline,TFNSW-0015,Muswellbrook Bypass,muswellbrook bypass,,,New England Highway,,3,2,True
MASTER-0252,GROUP-0252,project_register::PRJ-0056,project_register,PRJ-0056,Narooma Bridge,narooma bridge,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0252,GROUP-0252,project_timeline::TFNSW-0024,project_timeline,TFNSW-0024,Narooma bridge,narooma bridge,,,Princes Highway,,1,2,True
MASTER-0253,GROUP-0253,project_register::PRJ-0057,project_register,PRJ-0057,Nelson Bay Road Improvements,nelson bay road improvements,,,In Planning,https://roads-waterways.transport.nsw.gov.au/projects/nelson-bay-road/index.html,1,2,True
MASTER-0253,GROUP-0253,project_timeline::TFNSW-0010,project_timeline,TFNSW-0010,Nelson Bay Road Improvements,nelson bay road improvements,,,Hunter roads,,3,2,True
MASTER-0254,GROUP-0254,project_register::PRJ-0058,project_register,PRJ-0058,Nepean River to Almond Street,nepean river to almond street,,,In Planning,https://roads-waterways.transport.nsw.gov.au/projects/picton-road-projects/picton-road-upgrade/index.html,1,2,True
MASTER-0254,GROUP-0254,project_timeline::TFNSW-0018,project_timeline,TFNSW-0018,Nepean River to Almond Street,nepean river to almond street,,,Picton Road Upgrade Program,,1,2,True
MASTER-0255,GROUP-0255,project_register::PRJ-0059,project_register,PRJ-0059,New Bus Services for Western Sydney,new bus services for western sydney,,,Pipeline,https://www.transport.nsw.gov.au/projects/current-projects/new-bus-services-for-western-sydney,1,2,True
MASTER-0255,GROUP-0255,project_timeline::TFNSW-0047,project_timeline,TFNSW-0047,New Bus Services for Western Sydney,new bus services for western sydney,,,Buses,,3,2,True
MASTER-0256,GROUP-0256,project_register::PRJ-0061,project_register,PRJ-0061,New Electric Bus Program - Tranche 2,new electric bus program tranche 2,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0256,GROUP-0256,project_timeline::TFNSW-0049,project_timeline,TFNSW-0049,New Electric Bus Program Tranche 2,new electric bus program tranche 2,,,Buses,,2,2,True
MASTER-0257,GROUP-0257,project_register::PRJ-0062,project_register,PRJ-0062,Newcastle Link Road/Minmi Road intersection upgrade,newcastle link road minmi road intersection upgrade,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0257,GROUP-0257,project_timeline::TFNSW-0011,project_timeline,TFNSW-0011,Newcastle Link Road/Minmi Road intersection upgrade,newcastle link road minmi road intersection upgrade,,,Hunter roads,,5,2,True
MASTER-0258,GROUP-0258,project_register::PRJ-0063,project_register,PRJ-0063,"Newell Highway, Tichborne grade separation for Inland Rail",newell highway tichborne grade separation for inland rail,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/tichborne-grade-separation,1,2,True
MASTER-0258,GROUP-0258,project_timeline::TFNSW-0029,project_timeline,TFNSW-0029,"Newell Highway, Tichborne grade separation for Inland Rail",newell highway tichborne grade separation for inland rail,,,Regional NSW major road and bridge upgrades,,1,2,True
MASTER-0259,GROUP-0259,project_register::PRJ-0064,project_register,PRJ-0064,"Newell Highway, improve flood mitigation between West Wyalong and Forbes",newell highway improve flood mitigation between west wyalong and forbes,,,In Planning,https://roads-waterways.transport.nsw.gov.au/projects/newell-highway/west-wyalong-flood-immunity.html,1,1,False
MASTER-0260,GROUP-0260,project_register::PRJ-0065,project_register,PRJ-0065,Nowra Bypass,nowra bypass,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/nowra-bypass-and-transport-improvements,1,2,True
MASTER-0260,GROUP-0260,project_timeline::TFNSW-0025,project_timeline,TFNSW-0025,Nowra Bypass,nowra bypass,,,Princes Highway,,1,2,True
MASTER-0261,GROUP-0261,project_register::PRJ-0066,project_register,PRJ-0066,"Olympic Highway, Harris Gates grade separation for Inland Rail",olympic highway harris gates grade separation for inland rail,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/harris-gates-grade-separation,1,2,True
MASTER-0261,GROUP-0261,project_timeline::TFNSW-0031,project_timeline,TFNSW-0031,"Olympic Highway, Harris Gates grade separation for Inland Rail",olympic highway harris gates grade separation for inland rail,,,Regional NSW major road and bridge upgrades,,1,2,True
MASTER-0262,GROUP-0262,project_register::PRJ-0067,project_register,PRJ-0067,Oxford Street Revitalisation (previously Oxford Street East Cycleway),oxford street revitalisation previously oxford street east cycleway,,,Pipeline,https://www.transport.nsw.gov.au/projects/current-projects/oxford-street-east-cycleway,1,2,True
MASTER-0262,GROUP-0262,project_timeline::TFNSW-0104,project_timeline,TFNSW-0104,Oxford Street Revitalisation (previously Oxford Street East Cycleway),oxford street revitalisation previously oxford street east cycleway,,,Eastern Harbour City,,3,2,True
MASTER-0263,GROUP-0263,project_register::PRJ-0068,project_register,PRJ-0068,"Pacific Highway, Harrington Road / Coopernook Road interchange",pacific highway harrington road coopernook road interchange,,,Pipeline,https://www.transport.nsw.gov.au/projects/current-projects/pacific-highway-harrington-road-interchange,1,2,True
MASTER-0263,GROUP-0263,project_timeline::TFNSW-0032,project_timeline,TFNSW-0032,"Pacific Highway, Harrington Road / Coopernook Road interchange",pacific highway harrington road coopernook road interchange,,,Regional NSW major road and bridge upgrades,,2,2,True
MASTER-0264,GROUP-0264,project_register::PRJ-0069,project_register,PRJ-0069,"Pacific Highway, Raymond Terrace to Karuah intersection improvements",pacific highway raymond terrace to karuah intersection improvements,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0264,GROUP-0264,project_timeline::TFNSW-0033,project_timeline,TFNSW-0033,"Pacific Highway, Raymond Terrace to Karuah intersection improvements",pacific highway raymond terrace to karuah intersection improvements,,,Regional NSW major road and bridge upgrades,,1,2,True
MASTER-0265,GROUP-0265,project_register::PRJ-0070,project_register,PRJ-0070,"Pacific Highway, Wyong Town Centre",pacific highway wyong town centre,,,Pipeline,https://roads-waterways.transport.nsw.gov.au/projects/pacific-highway/wyong-town-centre-upgrade/index.html,1,2,True
MASTER-0265,GROUP-0265,project_timeline::TFNSW-0005,project_timeline,TFNSW-0005,"Pacific Highway, Wyong Town Centre",pacific highway wyong town centre,,,Central Coast roads,,3,2,True
MASTER-0266,GROUP-0266,project_register::PRJ-0071,project_register,PRJ-0071,Parramatta Light Rail Stage 2 Main Works,parramatta light rail stage 2 main works,,,Pipeline,https://www.nsw.gov.au/driving-boating-and-transport/projects/parramatta-light-rail/stage-2,1,2,True
MASTER-0266,GROUP-0266,project_timeline::TFNSW-0051,project_timeline,TFNSW-0051,Parramatta Light Rail Stage 2 Main Works,parramatta light rail stage 2 main works,,,Light Rail,,2,2,True
MASTER-0267,GROUP-0267,project_register::PRJ-0072,project_register,PRJ-0072,Picton Bypass,picton bypass,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/picton-bypass,1,2,True
MASTER-0267,GROUP-0267,project_timeline::TFNSW-0034,project_timeline,TFNSW-0034,Picton Bypass,picton bypass,,,Regional NSW major road and bridge upgrades,,2,2,True
MASTER-0268,GROUP-0268,project_register::PRJ-0073,project_register,PRJ-0073,Regional Corridors Upgrade Program – Euston to Tocumwal,regional corridors upgrade program euston to tocumwal,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0268,GROUP-0268,project_timeline::TFNSW-0035,project_timeline,TFNSW-0035,Regional Corridors Upgrade Program – Euston to Tocumwal,regional corridors upgrade program euston to tocumwal,,,Regional NSW major road and bridge upgrades,,1,2,True
MASTER-0269,GROUP-0269,project_register::PRJ-0074,project_register,PRJ-0074,Regional Corridors Upgrade Program – Muswellbrook to Armidale,regional corridors upgrade program muswellbrook to armidale,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0269,GROUP-0269,project_timeline::TFNSW-0036,project_timeline,TFNSW-0036,Regional Corridors Upgrade Program – Muswellbrook to Armidale,regional corridors upgrade program muswellbrook to armidale,,,Regional NSW major road and bridge upgrades,,1,2,True
MASTER-0270,GROUP-0270,project_register::PRJ-0075,project_register,PRJ-0075,Regional Corridors Upgrade Program – Newcastle to Dubbo,regional corridors upgrade program newcastle to dubbo,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0270,GROUP-0270,project_timeline::TFNSW-0037,project_timeline,TFNSW-0037,Regional Corridors Upgrade Program – Newcastle to Dubbo,regional corridors upgrade program newcastle to dubbo,,,Regional NSW major road and bridge upgrades,,1,2,True
MASTER-0271,GROUP-0271,project_register::PRJ-0076,project_register,PRJ-0076,Regional Overnight Sleeper Services,regional overnight sleeper services,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0271,GROUP-0271,project_timeline::TFNSW-0103,project_timeline,TFNSW-0103,Regional Overnight Sleeper Services,regional overnight sleeper services,,,Rail,,2,2,True
MASTER-0272,GROUP-0272,project_register::PRJ-0077,project_register,PRJ-0077,Richmond Road Corridor upgrade,richmond road corridor upgrade,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/north-west-growth-area,1,2,True
MASTER-0272,GROUP-0272,project_timeline::TFNSW-0093,project_timeline,TFNSW-0093,Richmond Road Corridor Upgrade,richmond road corridor upgrade,,,Western Parkland City,,1,2,True
MASTER-0273,GROUP-0273,project_register::PRJ-0078,project_register,PRJ-0078,Safe Accessible Transport,safe accessible transport,,,Pipeline,https://www.transport.nsw.gov.au/projects/programs/safe-accessible-transport-program,1,2,True
MASTER-0273,GROUP-0273,project_timeline::TFNSW-0041,project_timeline,TFNSW-0041,Safe Accessible Transport,safe accessible transport,,,Accessibility,,1,2,True
MASTER-0274,GROUP-0274,project_register::PRJ-0079,project_register,PRJ-0079,"Sheahan Bridge Upgrade Northbound, Gundagai",sheahan bridge upgrade northbound gundagai,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/sheahan-bridge-upgrade,1,2,True
MASTER-0274,GROUP-0274,project_timeline::TFNSW-0038,project_timeline,TFNSW-0038,"Sheahan Bridge Upgrade Northbound, Gundagai",sheahan bridge upgrade northbound gundagai,,,Regional NSW major road and bridge upgrades,,2,2,True
MASTER-0275,GROUP-0275,project_register::PRJ-0080,project_register,PRJ-0080,Shellharbour Hospital access,shellharbour hospital access,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0275,GROUP-0275,project_timeline::TFNSW-0039,project_timeline,TFNSW-0039,Shellharbour Hospital access,shellharbour hospital access,,,Regional NSW major road and bridge upgrades,,1,2,True
